@relation "icepark_npspark"

@attribute attr0 string
@attribute relation {'icepark', 'npspark'}
@attribute class {'http://www.nps.gov/care', 'http://www.nps.gov/miss', 'http://www.nps.gov/grsp', 'http://www.nps.gov/cari', 'http://www.nps.gov/yose', 'http://www.nps.gov/dewa', 'http://www.nps.gov/mowo', 'http://www.nps.gov/carl', 'http://www.nps.gov/fair', 'http://www.nps.gov/foma', 'http://www.nps.gov/fomc', 'http://www.nps.gov/sara', 'http://www.nps.gov/peco', 'http://www.nps.gov/caca', 'http://www.nps.gov/brcr', 'http://www.nps.gov/fiis', 'http://www.nps.gov/ciro', 'http://www.nps.gov/sari', 'http://www.nps.gov/cach', 'http://www.nps.gov/wrst', 'http://www.nps.gov/fomo', 'http://www.nps.gov/npsa', 'http://www.nps.gov/grte', 'http://www.nps.gov/cacl', 'http://www.nps.gov/whho', 'http://www.nps.gov/caco', 'http://www.nps.gov/glac', 'http://www.nps.gov/casa', 'http://www.nps.gov/coga', 'http://www.nps.gov/viis', 'http://www.nps.gov/jeff', 'http://www.nps.gov/stli', 'http://www.nps.gov/parklists/cemetary.htm', 'http://www.nps.gov/neje', 'http://www.nps.gov/nabr', 'http://www.nps.gov/gree', 'http://www.nps.gov/gwmp/vapa/pht.htm', 'http://www.nps.gov/yuho', 'http://www.nps.gov/sacn', 'http://www.nps.gov/greg', 'http://www.nps.gov/fone', 'http://www.nps.gov/sacr', 'http://www.nps.gov/frhi', 'http://www.nps.gov/liho', 'http://www.nps.gov/seki', 'http://www.nps.gov/shen', 'http://www.nps.gov/pete', 'http://www.nps.gov/tosy', 'http://www.nps.gov/thrb', 'http://www.nps.gov/blac', 'http://www.nps.gov/ebla', 'http://www.nps.gov/nacc', 'http://www.nps.gov/glba', 'http://www.nps.gov/nace', 'http://www.nps.gov/thri', 'http://www.nps.gov/tapr', 'http://www.nps.gov/kala', 'http://www.nps.gov/cowp', 'http://www.nps.gov/whis', 'http://www.nps.gov/petr', 'http://www.nps.gov/daav', 'http://www.nps.gov/thro', 'http://www.nps.gov/popo', 'http://www.nps.gov/olym', 'http://www.nps.gov/beol', 'http://www.nps.gov/mava', 'http://www.nps.gov/moja', 'http://www.nps.gov/pima', 'http://www.nps.gov/cato', 'http://www.nps.gov/nico', 'http://www.nps.gov/arho', 'http://www.nps.gov/nisi', 'http://www.nps.gov/rigr', 'http://www.nps.gov/knri', 'http://www.nps.gov/hafe', 'http://www.nps.gov/wiho', 'http://www.nps.gov/glca', 'http://www.nps.gov/sitk', 'http://www.nps.gov/wupa', 'http://www.nps.gov/joda', 'http://www.nps.gov/hafo', 'http://www.nps.gov/zion', 'http://www.nps.gov/tuin', 'http://www.nps.gov/biho', 'http://www.nps.gov/thst', 'http://www.nps.gov/edis', 'http://www.nps.gov/natc', 'http://www.nps.gov/flfo', 'http://www.nps.gov/blri', 'http://www.nps.gov/pefo', 'http://www.nps.gov/ilmi', 'http://www.nps.gov/pine', 'http://www.nps.gov/brvb', 'http://www.nps.gov/klgo', 'http://www.nps.gov/rola', 'http://www.nps.gov/havo', 'http://www.nps.gov/jodr', 'http://www.nps.gov/long', 'http://www.nps.gov/kimo', 'http://www.nps.gov/ever', 'http://www.nps.gov/blca', 'http://www.nps.gov/pevi', 'http://www.nps.gov/ocmu', 'http://www.nps.gov/fopo', 'http://www.nps.gov/pinn', 'http://www.nps.gov/natr', 'http://www.nps.gov/pore', 'http://www.nps.gov/natt', 'http://www.nps.gov/fopu', 'http://www.nps.gov/gwmp', 'http://www.nps.gov/glde', 'http://www.nps.gov/lyjo', 'http://www.nps.gov/jotr', 'http://www.nps.gov/alfl', 'http://www.nps.gov/cave', 'http://www.nps.gov/lecl', 'http://www.nps.gov/kefj', 'http://www.nps.gov/tica', 'http://www.nps.gov/qush', 'http://www.nps.gov/hagr', 'http://www.nps.gov/scbl', 'http://www.nps.gov/vama', 'http://www.nps.gov/cavo', 'http://www.nps.gov/tuzi', 'http://www.nps.gov/safr', 'http://www.nps.gov/gero', 'http://www.nps.gov/iatr', 'http://www.nps.gov/yell', 'http://www.nps.gov/dela', 'http://www.nps.gov/chic', 'http://www.nps.gov/orpi', 'http://www.nps.gov/dele', 'http://www.nps.gov/glec', 'http://www.nps.gov/saga', 'http://www.nps.gov/romo', 'http://www.nps.gov/cagr', 'http://www.nps.gov/frla', 'http://www.nps.gov/amer', 'http://www.nps.gov/nava', 'http://www.nps.gov/chir', 'http://www.nps.gov/fobo', 'http://www.nps.gov/chis', 'http://www.nps.gov/jofi', 'http://www.nps.gov/fora', 'http://www.nps.gov/jofl', 'http://www.nps.gov/kewe', 'http://www.nps.gov/fobu', 'http://www.nps.gov/caha', 'http://www.nps.gov/pipe', 'http://www.nps.gov/guco', 'http://www.nps.gov/shil', 'http://www.nps.gov/sagu', 'http://www.nps.gov/asis', 'http://www.nps.gov/puhe', 'http://www.nps.gov/clba', 'http://www.nps.gov/whmi', 'http://www.nps.gov/jica', 'http://www.nps.gov/abli', 'http://www.nps.gov/ande', 'http://www.nps.gov/foca', 'http://www.nps.gov/puho', 'http://www.nps.gov/ozar', 'http://www.nps.gov/paal', 'http://www.nps.gov/lame', 'http://www.nps.gov/hstr', 'http://www.nps.gov/focl', 'http://www.nps.gov/sahi', 'http://www.nps.gov/slbe', 'http://www.nps.gov/paav', 'http://www.nps.gov/blue', 'http://www.nps.gov/home', 'http://www.nps.gov/ruca', 'http://www.nps.gov/fosc', 'http://www.nps.gov/colm', 'http://www.nps.gov/obri', 'http://www.nps.gov/lamr', 'http://www.nps.gov/anti', 'http://www.nps.gov/colo', 'http://www.nps.gov/upde', 'http://www.nps.gov/neor', 'http://www.nps.gov/gett', 'http://www.nps.gov/feha', 'http://www.nps.gov/fosm', 'http://www.nps.gov/tuma', 'http://www.nps.gov/dena', 'http://www.nps.gov/mono', 'http://www.nps.gov/foda', 'http://www.nps.gov/poex', 'http://www.nps.gov/jela', 'http://www.nps.gov/fost', 'http://www.nps.gov/isro', 'http://www.nps.gov/fosu', 'http://www.nps.gov/elma', 'http://www.nps.gov/stri', 'http://www.nps.gov/orca', 'http://www.nps.gov/linc', 'http://www.nps.gov/eise', 'http://www.nps.gov/nepe', 'http://www.nps.gov/fodo', 'http://www.nps.gov/elmo', 'http://www.nps.gov/sair', 'http://www.nps.gov/foth', 'http://www.nps.gov/redw', 'http://www.nps.gov/grko', 'http://www.nps.gov/wamo', 'http://www.nps.gov/boaf', 'http://www.nps.gov/drto', 'http://www.nps.gov/piro', 'http://www.nps.gov/cebr', 'http://www.nps.gov/wefa', 'http://www.nps.gov/sajh', 'http://www.nps.gov/pisc', 'http://www.nps.gov/cure', 'http://www.nps.gov/malu', 'http://www.nps.gov/kova', 'http://www.nps.gov/malw', 'http://www.nps.gov/saju', 'http://www.nps.gov/band', 'http://www.nps.gov/mopi', 'http://www.nps.gov/this', 'http://www.nps.gov/foun', 'http://www.nps.gov/obed', 'http://www.nps.gov/nebe', 'http://www.nps.gov/hale', 'http://www.nps.gov/pisp', 'http://www.nps.gov/fous', 'http://www.nps.gov/mamc', 'http://www.nps.gov/mnrr', 'http://www.nps.gov/cakr', 'http://www.nps.gov/wori', 'http://www.nps.gov/gwca', 'http://www.nps.gov/apco', 'http://www.nps.gov/buff', 'http://www.nps.gov/gewa', 'http://www.nps.gov/mima', 'http://www.nps.gov/gegr', 'http://www.nps.gov/depo', 'http://www.nps.gov/amis', 'http://www.nps.gov/thje', 'http://www.nps.gov/fova', 'http://www.nps.gov/stea', 'http://www.nps.gov/oreg', 'http://www.nps.gov/fofr', 'http://www.nps.gov/neri', 'http://www.nps.gov/jaga', 'http://www.nps.gov/cali', 'http://www.nps.gov/gosp', 'http://www.nps.gov/usar', 'http://www.nps.gov/sucr', 'http://www.nps.gov/agfo', 'http://www.nps.gov/mana', 'http://www.nps.gov/tupe', 'http://www.nps.gov/calo', 'http://www.nps.gov/hutr', 'http://www.nps.gov/roca', 'http://www.nps.gov/hamp', 'http://www.nps.gov/wapa', 'http://www.nps.gov/vick', 'http://www.nps.gov/fowa', 'http://www.nps.gov/katm', 'http://www.nps.gov/meve', 'http://www.nps.gov/mora', 'http://www.nps.gov/arpo', 'http://www.nps.gov/labe', 'http://www.nps.gov/thko', 'http://www.nps.gov/rocr', 'http://www.nps.gov/edal', 'http://www.nps.gov/manz', 'http://www.nps.gov/aptr', 'http://www.nps.gov/bost', 'http://www.nps.gov/ania', 'http://www.nps.gov/gaar', 'http://www.nps.gov/hobe', 'http://www.nps.gov/libi', 'http://www.nps.gov/moca', 'http://www.nps.gov/morr', 'http://www.nps.gov/sama', 'http://www.nps.gov/choh', 'http://www.nps.gov/moru', 'http://www.nps.gov/libo', 'http://www.nps.gov/efmo', 'http://www.nps.gov/moci', 'http://www.nps.gov/lyba', 'http://www.nps.gov/wotr', 'http://www.nps.gov/kemo', 'http://www.nps.gov/laro', 'http://www.nps.gov/samo', 'http://www.nps.gov/liri', 'http://www.nps.gov/mocr', 'http://www.nps.gov/whsa', 'http://www.nps.gov/cana', 'http://www.nps.gov/euon', 'http://www.nps.gov/guis', 'http://www.nps.gov/lach', 'http://www.nps.gov/yuch', 'http://www.nps.gov/waba', 'http://www.nps.gov/lacl', 'http://www.nps.gov/nama', 'http://www.nps.gov/noaa', 'http://www.nps.gov/crla', 'http://www.nps.gov/gari', 'http://www.nps.gov/chpi', 'http://www.nps.gov/tont', 'http://www.nps.gov/muwo', 'http://www.nps.gov/anjo', 'http://www.nps.gov/acad', 'http://www.nps.gov/deso', 'http://www.nps.gov/cany', 'http://www.nps.gov/nimi', 'http://www.nps.gov/cuva', 'http://www.nps.gov/hocu', 'http://www.nps.gov/noat', 'http://www.nps.gov/elro', 'http://www.nps.gov/bibe', 'http://www.nps.gov/maac', 'http://www.nps.gov/coro', 'http://www.nps.gov/buis', 'http://www.nps.gov/lowe', 'http://www.nps.gov/grpo', 'http://www.nps.gov/cham', 'http://www.nps.gov/hosp', 'http://www.nps.gov/frsp', 'http://www.nps.gov/jomu', 'http://www.nps.gov/waca', 'http://www.nps.gov/arch', 'http://www.nps.gov/goga', 'http://www.nps.gov/voya', 'http://www.nps.gov/gicl', 'http://www.nps.gov/cuga', 'http://www.nps.gov/chat', 'http://www.nps.gov/azru', 'http://www.nps.gov/wica', 'http://www.nps.gov/heho', 'http://www.nps.gov/rabr', 'http://www.nps.gov/frdo', 'http://www.nps.gov/vafo', 'http://www.nps.gov/deto', 'http://www.nps.gov/bica', 'http://www.nps.gov/crmo', 'http://www.nps.gov/jeca', 'http://www.nps.gov/wicr', 'http://www.nps.gov/spar', 'http://www.nps.gov/coda', 'http://www.nps.gov/rova', 'http://www.nps.gov/mabi', 'http://www.nps.gov/vive', 'http://www.nps.gov/ulsg', 'http://www.nps.gov/cosw', 'http://www.nps.gov/grba', 'http://www.nps.gov/inde', 'http://www.nps.gov/fred', 'http://www.nps.gov/noca', 'http://www.nps.gov/bisc', 'http://www.nps.gov/gate', 'http://www.nps.gov/kaho', 'http://www.nps.gov/sapa', 'http://www.nps.gov/rich', 'http://www.nps.gov/chri', 'http://www.nps.gov/bicy', 'http://www.nps.gov/bowa', 'http://www.nps.gov/chro', 'http://www.nps.gov/alpo', 'http://www.nps.gov/pais', 'http://www.nps.gov/biso', 'http://www.nps.gov/noco', 'http://www.nps.gov/indu', 'http://www.nps.gov/maca', 'http://www.nps.gov/adam', 'http://www.nps.gov/badl', 'http://www.nps.gov/bela', 'http://www.nps.gov/alag', 'http://www.nps.gov/chch', 'http://www.nps.gov/sapu', 'http://www.nps.gov/boha', 'http://www.nps.gov/wrbr', 'http://www.nps.gov/grca', 'http://www.nps.gov/timu', 'http://www.nps.gov/deva', 'http://www.nps.gov/rowi', 'http://www.nps.gov/prwi', 'http://www.nps.gov/fola', 'http://www.nps.gov/saan', 'http://www.nps.gov/chcu', 'http://www.nps.gov/bith', 'http://www.nps.gov/fdrm', 'http://www.nps.gov/dino', 'http://www.nps.gov/apis', 'http://www.nps.gov/grsa', 'http://www.nps.gov/hofr', 'http://www.nps.gov/peri', 'http://www.nps.gov/hofu', 'http://www.nps.gov/hove', 'http://www.nps.gov/lavo', 'http://www.nps.gov/fols', 'http://www.nps.gov/cuis', 'http://www.nps.gov/brca', 'http://www.nps.gov/cabr', 'http://www.nps.gov/gumo', 'http://www.nps.gov/grsm'}

@data
"Harpers Ferry NHP", 'npspark', 'http://www.nps.gov/hafe'
"Harry S. Truman NHS", 'npspark', 'http://www.nps.gov/hstr'
"Hawaii Volcanoes NP", 'npspark', 'http://www.nps.gov/havo'
"Herbert Hoover NHS", 'npspark', 'http://www.nps.gov/heho'
"Hohokam Pima NM", 'npspark', 'http://www.nps.gov/pima'
"Home of Franklin D. Roosevelt NM", 'npspark', 'http://www.nps.gov/hofr'
"Homestead National Monument of America", 'npspark', 'http://www.nps.gov/home'
"Hopewell Culture NHS", 'npspark', 'http://www.nps.gov/hocu'
"Hopewell Furnace NHS", 'npspark', 'http://www.nps.gov/hofu'
"Horseshoe Bend NMP", 'npspark', 'http://www.nps.gov/hobe'
"Hot Springs NP", 'npspark', 'http://www.nps.gov/hosp'
"Hovenweep NM", 'npspark', 'http://www.nps.gov/hove'
"Hubbell Trading Post NHS", 'npspark', 'http://www.nps.gov/hutr'
"Ice Age National Trail", 'npspark', 'http://www.nps.gov/iatr'
"Illinois & Michigan Canal National Heritage Corridor", 'npspark', 'http://www.nps.gov/ilmi'
"Independence NHP", 'npspark', 'http://www.nps.gov/inde'
"Indiana Dunes NL", 'npspark', 'http://www.nps.gov/indu'
"Isle Royale NP", 'npspark', 'http://www.nps.gov/isro'
"James A. Garfield NHS", 'npspark', 'http://www.nps.gov/jaga'
"Jean Lafitte NHP & NPRES", 'npspark', 'http://www.nps.gov/jela'
"Jefferson National Expansion Memorial", 'npspark', 'http://www.nps.gov/jeff'
"Jewel Cave NM", 'npspark', 'http://www.nps.gov/jeca'
"Jimmy Carter NHS", 'npspark', 'http://www.nps.gov/jica'
"John D. Rockefeller, Jr., Memorial Parkway", 'npspark', 'http://www.nps.gov/jodr'
"John Day Fossil Beds NM", 'npspark', 'http://www.nps.gov/joda'
"John Fitzgerald Kennedy NHS", 'npspark', 'http://www.nps.gov/jofi'
"John Muir NHS", 'npspark', 'http://www.nps.gov/jomu'
"Johnstown Flood NM", 'npspark', 'http://www.nps.gov/jofl'
"Joshua Tree NP", 'npspark', 'http://www.nps.gov/jotr'
"Kalaupapa NHP", 'npspark', 'http://www.nps.gov/kala'
"Kaloko-Honokohau NHP", 'npspark', 'http://www.nps.gov/kaho'
"Katmai NP & NPRES", 'npspark', 'http://www.nps.gov/katm'
"Kenai Fjords NP", 'npspark', 'http://www.nps.gov/kefj'
"Kennesaw Mountain NBP", 'npspark', 'http://www.nps.gov/kemo'
"Keweenaw NHP", 'npspark', 'http://www.nps.gov/kewe'
"Kings Canyon NP", 'npspark', 'http://www.nps.gov/seki'
"Kings Mountain NMP", 'npspark', 'http://www.nps.gov/kimo'
"Klondike Gold Rush NHP", 'npspark', 'http://www.nps.gov/klgo'
"Knife River Indian Villages NHS", 'npspark', 'http://www.nps.gov/knri'
"Kobuk Valley NP   Return to the Top", 'npspark', 'http://www.nps.gov/noaa'
"Lake Chelan NRA", 'npspark', 'http://www.nps.gov/lach'
"Lake Clark NP & NPRES", 'npspark', 'http://www.nps.gov/lacl'
"Lake Mead NRA", 'npspark', 'http://www.nps.gov/lame'
"Lake Mead NRA (Nevada)", 'npspark', 'http://www.nps.gov/lame'
"Lake Meredith NRA", 'npspark', 'http://www.nps.gov/lamr'
"Lake Roosevelt NRA", 'npspark', 'http://www.nps.gov/laro'
"Lassen Volcanic NP", 'npspark', 'http://www.nps.gov/lavo'
"Lava Beds NM", 'npspark', 'http://www.nps.gov/labe'
"Lewis & Clark National Trail", 'npspark', 'http://www.nps.gov/lecl'
"Lincoln Boyhood NM", 'npspark', 'http://www.nps.gov/libo'
"Lincoln Home NHS", 'npspark', 'http://www.nps.gov/liho'
"Lincoln Memorial", 'npspark', 'http://www.nps.gov/linc'
"Little Bighorn Battlefield NM", 'npspark', 'http://www.nps.gov/libi'
"Little River Canyon NPRES", 'npspark', 'http://www.nps.gov/liri'
"Longfellow NHS", 'npspark', 'http://www.nps.gov/long'
"Lowell NHP", 'npspark', 'http://www.nps.gov/lowe'
"Lyndon B. Johnson NHP", 'npspark', 'http://www.nps.gov/lyjo'
"Lyndon Baines Johnson Memorial Grove on the Potomac   Return to the Top", 'npspark', 'http://www.nps.gov/lyba'
"Maggie L. Walker NHS", 'npspark', 'http://www.nps.gov/malw'
"Maine Acadian Culture Project", 'npspark', 'http://www.nps.gov/maac'
"Mammoth Cave NP", 'npspark', 'http://www.nps.gov/maca'
"Manassas NB Park", 'npspark', 'http://www.nps.gov/mana'
"Manzanar NHS", 'npspark', 'http://www.nps.gov/manz'
"Marsh-Billings NHP", 'npspark', 'http://www.nps.gov/mabi'
"Martin Luther King Jr. NHS", 'npspark', 'http://www.nps.gov/malu'
"Martin Van Buren NHS", 'npspark', 'http://www.nps.gov/mava'
"Mary McLeod Bethune Council House NHS", 'npspark', 'http://www.nps.gov/mamc'
"Mesa Verde NP", 'npspark', 'http://www.nps.gov/meve'
"Minute Man NHP", 'npspark', 'http://www.nps.gov/mima'
"Mississippi NR & NRA", 'npspark', 'http://www.nps.gov/miss'
"Missouri National Recreation River", 'npspark', 'http://www.nps.gov/mnrr'
"Moores Creek NB", 'npspark', 'http://www.nps.gov/mocr'
"Mojave NP", 'npspark', 'http://www.nps.gov/moja'
"Monocacy NB", 'npspark', 'http://www.nps.gov/mono'
"Montezuma Castle NM", 'npspark', 'http://www.nps.gov/moca'
"Mormon Pioneer NHT", 'npspark', 'http://www.nps.gov/mopi'
"Morristown NHP", 'npspark', 'http://www.nps.gov/morr'
"Mount Rainier NP", 'npspark', 'http://www.nps.gov/mora'
"Mount Rushmore NM", 'npspark', 'http://www.nps.gov/moru'
"Muir Woods NM", 'npspark', 'http://www.nps.gov/muwo'
"Natchez NHP", 'npspark', 'http://www.nps.gov/natc'
"Natchez Trace NST", 'npspark', 'http://www.nps.gov/natt'
"Natchez Trace Parkway", 'npspark', 'http://www.nps.gov/natr'
"National Capital Parks", 'npspark', 'http://www.nps.gov/nacc'
"National Cemeteries", 'npspark', 'http://www.nps.gov/parklists/cemetary.htm'
"National Mall", 'npspark', 'http://www.nps.gov/nama'
"National Park Of American Samoa", 'npspark', 'http://www.nps.gov/npsa'
"Natural Bridges NM", 'npspark', 'http://www.nps.gov/nabr'
"Navajo NM", 'npspark', 'http://www.nps.gov/nava'
"New Beford Whaling NHP", 'npspark', 'http://www.nps.gov/nebe'
"New Jersey Coastal Heritage Trail", 'npspark', 'http://www.nps.gov/neje'
"New Jersey Pinelands NR", 'npspark', 'http://www.nps.gov/pine'
"New Orleans Jazz NHP", 'npspark', 'http://www.nps.gov/neor'
"New River Gorge NR", 'npspark', 'http://www.nps.gov/neri'
"Nez Perce National Historical Park", 'npspark', 'http://www.nps.gov/nepe'
"Nicodemus NHS", 'npspark', 'http://www.nps.gov/nico'
"Ninety Six NHS", 'npspark', 'http://www.nps.gov/nisi'
"Niobrara NSR", 'npspark', 'http://www.nps.gov/nimi'
"Noatak NPRES", 'npspark', 'http://www.nps.gov/noaa'
"North Cascades NP", 'npspark', 'http://www.nps.gov/noca'
"North Country National Trail", 'npspark', 'http://www.nps.gov/noco'
"Northwest Alaska Territories", 'npspark', 'http://www.nps.gov/noaa'
"Obed Wild and Scenic River", 'npspark', 'http://www.nps.gov/obed'
"Ocmulgee National Monument", 'npspark', 'http://www.nps.gov/ocmu'
"Olympic NP", 'npspark', 'http://www.nps.gov/olym'
"Oregon Caves NM", 'npspark', 'http://www.nps.gov/orca'
"Oregon NHT", 'npspark', 'http://www.nps.gov/oreg'
"Organ Pipe Cactus NM", 'npspark', 'http://www.nps.gov/orpi'
"Ozark NSR", 'npspark', 'http://www.nps.gov/ozar'
"Padre Island NS", 'npspark', 'http://www.nps.gov/pais'
"Palo Alto Battlefield NHS", 'npspark', 'http://www.nps.gov/paal'
"Pea Ridge NHS", 'npspark', 'http://www.nps.gov/peri'
"Pecos NHP", 'npspark', 'http://www.nps.gov/peco'
"Pennsylvania Ave NHS", 'npspark', 'http://www.nps.gov/paav'
"Perry's Victory and International Peace Memorial", 'npspark', 'http://www.nps.gov/pevi'
"Petersburg NB", 'npspark', 'http://www.nps.gov/pete'
"Petrified Forest NP", 'npspark', 'http://www.nps.gov/pefo'
"Petroglyph NM", 'npspark', 'http://www.nps.gov/petr'
"Pictured Rocks NL", 'npspark', 'http://www.nps.gov/piro'
"Pinnacles NM", 'npspark', 'http://www.nps.gov/pinn'
"Pipe Spring NM", 'npspark', 'http://www.nps.gov/pisp'
"Pipestone NM", 'npspark', 'http://www.nps.gov/pipe'
"Piscataway Park", 'npspark', 'http://www.nps.gov/pisc'
"Point Reyes NS", 'npspark', 'http://www.nps.gov/pore'
"Pony Express NHT", 'npspark', 'http://www.nps.gov/poex'
"Potomac Heritage NST", 'npspark', 'http://www.nps.gov/gwmp/vapa/pht.htm'
"Poverty Point NM", 'npspark', 'http://www.nps.gov/popo'
"Prince William Forest Park", 'npspark', 'http://www.nps.gov/prwi'
"Pu'uhonua a Honaunau NHP", 'npspark', 'http://www.nps.gov/puho'
"Puukohola Heiau NHS", 'npspark', 'http://www.nps.gov/puhe'
"Quinebaug and Shetucket Rivers Valley NHC", 'npspark', 'http://www.nps.gov/qush'
"Rainbow Bridge NM", 'npspark', 'http://www.nps.gov/rabr'
"Redwood NP", 'npspark', 'http://www.nps.gov/redw'
"Richmond NB Park", 'npspark', 'http://www.nps.gov/rich'
"Rio Grande Wild and Scenic River", 'npspark', 'http://www.nps.gov/rigr'
"Rock Creek Park", 'npspark', 'http://www.nps.gov/rocr'
"Rocky Mountain NP", 'npspark', 'http://www.nps.gov/romo'
"Roger Williams NM", 'npspark', 'http://www.nps.gov/rowi'
"Roosevelt Campobello IP", 'npspark', 'http://www.nps.gov/roca'
"Ross Lake NRA", 'npspark', 'http://www.nps.gov/rola'
"Russell Cave NM", 'npspark', 'http://www.nps.gov/ruca'
"Sagamore Hill NHS", 'npspark', 'http://www.nps.gov/sahi'
"Saguaro NP", 'npspark', 'http://www.nps.gov/sagu'
"Saint Croix Island International HS", 'npspark', 'http://www.nps.gov/sacr'
"Saint Croix NSR", 'npspark', 'http://www.nps.gov/sacn'
"Saint Paul's Church NHS", 'npspark', 'http://www.nps.gov/sapa'
"Saint-Gaudens NHS", 'npspark', 'http://www.nps.gov/saga'
"Salem Maritime NHS", 'npspark', 'http://www.nps.gov/sama'
"Salinas Pueblo Missions NM", 'npspark', 'http://www.nps.gov/sapu'
"Salt River Bay & Ecological Preserve", 'npspark', 'http://www.nps.gov/sari'
"San Antonio Missions NHP", 'npspark', 'http://www.nps.gov/saan'
"San Francisco Maritime NHP", 'npspark', 'http://www.nps.gov/safr'
"San Juan Island NHP", 'npspark', 'http://www.nps.gov/sajh'
"San Juan National Historic Site", 'npspark', 'http://www.nps.gov/saju'
"Santa Monica Mountains NRA", 'npspark', 'http://www.nps.gov/samo'
"Saratoga NHP", 'npspark', 'http://www.nps.gov/sara'
"Saugus Iron Works NHS", 'npspark', 'http://www.nps.gov/sair'
"Scotts Bluff NM", 'npspark', 'http://www.nps.gov/scbl'
"Sequoia and Kings Canyon NP", 'npspark', 'http://www.nps.gov/seki'
"Shenandoah NP", 'npspark', 'http://www.nps.gov/shen'
"Shiloh NMP", 'npspark', 'http://www.nps.gov/shil'
"Sitka NHS", 'npspark', 'http://www.nps.gov/sitk'
"Sleeping Bear Dunes NL", 'npspark', 'http://www.nps.gov/slbe'
"Springfield Armory NHS", 'npspark', 'http://www.nps.gov/spar'
"St. Croix NSR", 'npspark', 'http://www.nps.gov/sacn'
"Statue of Liberty NM", 'npspark', 'http://www.nps.gov/stli'
"Steamtown NHS", 'npspark', 'http://www.nps.gov/stea'
"Stones River NB", 'npspark', 'http://www.nps.gov/stri'
"Sunset Crater NM", 'npspark', 'http://www.nps.gov/sucr'
"Tallgrass Prairie Nat'l Preserve", 'npspark', 'http://www.nps.gov/tapr'
"Thaddeus Kosciuszko NM", 'npspark', 'http://www.nps.gov/thko'
"Theodore Roosevelt Birthplace NHS", 'npspark', 'http://www.nps.gov/thrb'
"Theodore Roosevelt Island", 'npspark', 'http://www.nps.gov/this'
"Theodore Roosevelt NP", 'npspark', 'http://www.nps.gov/thro'
"Theodre Roosevelt Inaugural NHS", 'npspark', 'http://www.nps.gov/thri'
"Thomas Jefferson Memorial", 'npspark', 'http://www.nps.gov/thje'
"Thomas Stone NHS", 'npspark', 'http://www.nps.gov/thst'
"Timpanogos Cave NM", 'npspark', 'http://www.nps.gov/tica'
"Timucuan Ecological and Historic Preserve", 'npspark', 'http://www.nps.gov/timu'
"Tonto NM", 'npspark', 'http://www.nps.gov/tont'
"Touro Synagogue NHS", 'npspark', 'http://www.nps.gov/tosy'
"Tumacacori NM", 'npspark', 'http://www.nps.gov/tuma'
"Tupelo NB", 'npspark', 'http://www.nps.gov/tupe'
"Tuskegee Institute NHS", 'npspark', 'http://www.nps.gov/tuin'
"Tuzigoot NM", 'npspark', 'http://www.nps.gov/tuzi'
"USS  Arizona  Memorial", 'npspark', 'http://www.nps.gov/usar'
"Ulysses S. Grant NHS", 'npspark', 'http://www.nps.gov/ulsg'
"Upper Delaware Scenic & Recreational River", 'npspark', 'http://www.nps.gov/upde'
"Valley Forge NHP", 'npspark', 'http://www.nps.gov/vafo'
"Vanderbilt Mansion NHS", 'npspark', 'http://www.nps.gov/vama'
"Vicksburg NMP", 'npspark', 'http://www.nps.gov/vick'
"Vietnam Veterans Memorial", 'npspark', 'http://www.nps.gov/vive'
"Virgin Islands NP", 'npspark', 'http://www.nps.gov/viis'
"Voyageurs NP", 'npspark', 'http://www.nps.gov/voya'
"Walnut Canyon NM", 'npspark', 'http://www.nps.gov/waca'
"War in the Pacific NHP", 'npspark', 'http://www.nps.gov/wapa'
"Washington Monument", 'npspark', 'http://www.nps.gov/wamo'
"Washita Battlefield NHS", 'npspark', 'http://www.nps.gov/waba'
"Weir Farm NHS", 'npspark', 'http://www.nps.gov/wefa'
"Whiskeytown Shasta Trinity NRA", 'npspark', 'http://www.nps.gov/whis'
"White House", 'npspark', 'http://www.nps.gov/whho'
"White Sands NM", 'npspark', 'http://www.nps.gov/whsa'
"Whitman Mission NHS", 'npspark', 'http://www.nps.gov/whmi'
"William Howard Taft NHS", 'npspark', 'http://www.nps.gov/wiho'
"Wilson's Creek NB", 'npspark', 'http://www.nps.gov/wicr'
"Wind Cave NP", 'npspark', 'http://www.nps.gov/wica'
"Wolf Trap Farm Park for the Performing Arts", 'npspark', 'http://www.nps.gov/wotr'
"Women's Rights NHP", 'npspark', 'http://www.nps.gov/wori'
"Wrangell St.Elias NP & NPRES", 'npspark', 'http://www.nps.gov/wrst'
"Wright Brothers NM", 'npspark', 'http://www.nps.gov/wrbr'
"Wupatki NM", 'npspark', 'http://www.nps.gov/wupa'
"Yellowstone NP", 'npspark', 'http://www.nps.gov/yell'
"Yosemite NP", 'npspark', 'http://www.nps.gov/yose'
"Yucca House NM", 'npspark', 'http://www.nps.gov/yuho'
"Yukon Charley Rivers NPRES", 'npspark', 'http://www.nps.gov/yuch'
"Zion NP", 'npspark', 'http://www.nps.gov/zion'
"Acadia NP", 'icepark', 'http://www.nps.gov/acad'
"Allegheny Portage Railroad NHS", 'icepark', 'http://www.nps.gov/alpo'
"American Memorial Park", 'icepark', 'http://www.nps.gov/amer'
"Amistad NRA", 'icepark', 'http://www.nps.gov/amis'
"Andersonville NHP", 'icepark', 'http://www.nps.gov/ande'
